		MRS broth		Tomato juice			Wheat flour hydrolyzate			Pineapple juice			Drosophila sp. Extract			Faecal extract						Bee Extract			Olive Extract			Cheese broth	MRS broth								
GeneSymbol	GeneName	WCFS1_MRS	LB16_MRS	TJ22	TJ20	TJ19	WFH19	WFH20	WFH1W	PJ16	PJ20	PJ1	DE12	DE12II	DE24	FEO3	FEO13	FEO17	FEV3	FEV11	FEV21	BEE1ST	BEE2ST	BEE3ST	OE1	OE2	OE3	CB5	FEV11_MRS	FEO3_MRS	DE12_MRS	CB5_MRS	OE1_MRS	WFH19_MRS	TJ22_MRS	PJ16_MRS	BEE1ST_MRS
gene:lp_0792a	lp_0792a	27.0549	35.4292	21.3587	53.746	27.7539	39.2602	75.6018	67.9079	37.4821	68.4837	53.0074	0	3.03703	31.9537	42.0676	19.3706	16.6741	34.4735	8.89417	9.14578	52.4531	65.7588	78.5326	44.3032	45.3162	41.567	0.622059	29.7616	21.2836	36.4488	1.59771	17.0401	16.0223	24.8568	33.8336	25.337
gene:lp_0793	lp_0793	78.5804	84.3621	54.1881	86.8417	57.2964	70.2988	83.0519	84.6584	88.1222	96.2214	84.1457	40.9236	12.9136	54.3474	205.108	30.2504	18.9064	76.2231	13.3477	22.1049	72.9515	86.3897	91.2727	58.436	74.3617	66.1654	1.90442	49.9896	44.1695	64.2731	3.07973	28.3001	36.1574	43.8077	60.6139	41.3862
gene:lp_0794	eriC	70.3613	76.1484	39.4994	66.1544	44.854	79.77	92.3885	65.8937	54.7434	75.8587	70.543	2.40959	4.01468	0	55.048	27.0876	25.4217	31.7615	12.4908	16.5826	50.2505	57.1423	69.5001	69.6356	76.6772	59.2469	0.697715	61.7219	60.2391	102.037	2.53159	48.2746	34.5016	55.0389	58.7159	47.9132
gene:lp_0795	secG	693.128	495.452	1110.32	961.228	1052.24	1638.47	1652.79	2183.27	860.784	902.519	768.85	268.593	372.526	1712.15	331.482	432.005	1671.67	624.777	2741.79	1720.49	1140.31	1040.87	1382.98	1317.86	2177.52	1209.11	5210.8	1140.41	499.839	1619.22	515.891	329.172	1469.65	740.011	1117.62	503.267
gene:lp_0796	lp_0796	235.611	174.815	283.347	324.431	259.113	523.91	291.227	398.682	271.567	228.355	233.18	14.978	34.7861	169.738	146.648	148.499	339.696	208.875	369.456	313.868	249.533	248.98	314.805	347.004	373.056	314.376	48.7396	232.84	140.076	196.769	33.3587	108.867	195.455	188.526	227.535	158.556
gene:lp_0797	lp_0797	555.221	511.874	582.872	533.393	614.731	900.429	474.808	567.804	641.252	463.078	451.822	73.7833	66.7435	199.238	230.768	256.68	416.021	430.78	385.9	365.921	309.976	318.952	496.599	596.179	642.673	588.339	350.544	476.763	446.862	526.235	451.123	329.709	286.525	360.397	420.146	364.854
gene:lp_0799	smpB	710.745	559.965	854.627	638.013	913.993	773.139	719.353	820.744	800.683	498.209	430.465	294.154	204.308	236.498	296.528	351.901	659.785	619.644	797.406	652.475	644.809	597.421	838.418	803.339	1025.84	837.19	585.041	1168.22	895.418	1463.05	1078.05	876.922	594.992	755.147	863.14	854.104
gene:lp_0800	lp_0800	49.8027	40.0391	39.2625	28.6151	43.5772	21.0642	8.53055	24.0896	22.1793	7.96844	6.62455	13.9981	5.06502	22.3078	115.027	50.678	189.602	744.74	130.842	160.016	15.9747	13.0081	14.7641	9.76626	37.7109	16.133	13.0525	9.69495	15.7397	31.9186	40.2786	14.7009	106.195	66.1969	127.852	18.903
gene:lp_0802	lp_0802	63.4685	176.975	250.124	290.819	251.236	127.649	170.144	87.094	2042.99	442.164	478.641	10.4231	22.3656	66.4423	70.464	45.923	35.7215	129.923	43.9684	37.784	291.421	322.297	282.459	309.942	151.235	228.652	14.4437	195.86	39.9788	144.513	97.1117	83.7415	214.114	206.965	317.062	76.4996
gene:lp_0803	glnQ1	145.944	299.65	693.581	590.1	673.241	238.299	251.779	152.595	4645.91	820.091	938.286	117.175	137.354	119.076	166.267	89.7841	46.5595	306.568	49.0963	49.9	556.338	574.745	507.588	596.882	277.135	502.237	44.2551	160.17	61.2577	392.77	263.175	177.84	523.797	623.508	333.514	243.579
gene:lp_0804	lp_0804	382.223	310.135	388.382	448.681	377.521	538.044	417.903	491.81	412.528	316.151	352.333	112.866	225.257	282.144	485.978	232.846	363.386	372.882	441.174	399.101	497.153	498.546	526.25	430.772	482.16	558.598	23.3438	335.157	560.866	714.758	35.8171	274.179	861.433	633.277	677.458	386.973
gene:lp_0805	lp_0805	226.343	317.839	299.919	404.14	288.563	424.492	381.921	429.809	497.649	296.991	386.02	197.985	262.721	493.849	309.028	214.956	336.37	244.197	428.405	391.536	401.535	417.829	467.222	337.957	312.884	429.776	27.0617	324.036	352.027	437.141	32.2633	226.636	801.152	413.605	452.389	354.167
gene:lp_0806	ung	315.56	471.448	252.133	265.092	239.848	475.506	369.137	265.673	251.117	233.229	225.906	307.99	371.835	631.465	236.805	447.022	555.358	263.215	730.509	602.402	240.475	281.606	260.423	217.065	205.485	201.341	69.0648	506.364	354.027	454.107	121.128	304.485	740.676	544.498	522.113	275.26
gene:lp_0807	pta	444.555	615.247	321.178	320.637	342.223	562.814	525.637	373.93	246.091	240.314	245.173	1091.19	1286.66	1049.47	483.756	627.906	741.115	594.641	831.592	733.608	435.011	455.768	409.101	308.425	326.836	295.292	162.97	685.218	518.75	731.016	311.366	530.199	1044.05	918.953	693.72	436.344
gene:lp_0809	lp_0809	62.8128	87.5734	147.491	164.585	121.214	123.138	143.31	157.788	65.7887	170.107	193.634	16.21	33.146	86.1089	105.806	105.824	48.7458	181.154	31.2995	31.3913	185.963	176.874	178.514	174.534	175.46	204.671	30.8445	55.2685	40.0039	67.0623	27.2682	39.5912	70.5573	64.328	52.0866	35.8139
gene:lp_0810	lp_0810	95.4061	126.751	194.111	242.262	184.499	154.72	134.497	138.312	52.8214	224.866	203.923	50.7975	30.41	123.356	223.301	110.47	50.2278	262.008	21.2073	34.8424	158.171	167.515	169.482	177.285	165.058	236.439	52.5315	45.0198	35.5586	56.9442	38.5493	48.6459	63.5506	72.176	39.184	39.7941
gene:lp_0811	lp_0811	136.065	192.038	232.119	384.582	231.423	270.539	519.231	611.421	175.646	347.234	348.883	48.8111	56.6813	237.064	224.322	254.76	152.757	259.755	136.581	144.633	499.264	475.82	532.732	400.026	418.486	535.913	4.61506	173.68	113.534	321.505	9.05466	131.665	312.847	214.718	168.708	113.827
gene:lp_0812	exoA	91.4481	161.048	217.251	212.311	205.126	233.391	275.066	288.461	91.0147	160.397	202.248	9.78956	41.0237	62.4036	75.3093	155.044	97.6903	100.987	86.849	86.1723	160.572	183.912	202.008	309.054	351.581	386.514	1.82227	125.33	68.8102	148.41	2.48463	55.7434	172.479	126.172	115.547	90.5609
gene:lp_0813	lp_0813	99.2798	118.582	215.584	199.401	214.154	247.793	129.723	153.837	90.0021	133.011	170.934	29.0272	29.9389	185.034	59.9336	124.309	70.5	159.225	44.7229	61.4554	77.5675	80.944	145.972	228.914	313.046	344.778	4.11675	70.5009	33.5858	72.5882	3.76927	38.972	58.7284	73.9191	51.0492	48.7745
gene:lp_0814	murB	217.202	239.614	340.317	344.641	354.175	620.622	408.692	443.723	296.573	297.298	352.518	65.9099	50.3315	218.825	136.361	170.52	174.948	212.473	152.917	151.503	348.962	361.166	429.149	510.944	540.825	676.079	17.0399	303.797	182.155	336.101	17.1658	102.023	218.323	254.28	272.05	193.483
gene:lp_0815	nhaP1	77.3659	81.6919	130.773	107.81	146.113	167.328	121.522	129.487	122.61	103.554	99.4906	22.8538	9.7634	78.444	43.4403	49.0975	59.2445	70.5249	50.2745	39.615	93.9956	93.2356	127.869	126.236	201.349	140.596	6.76293	153.913	172.2	163.678	15.6683	101.475	93.5599	119.313	115.35	110.933
gene:lp_0816	lp_0816	325.268	248.461	381.854	317.79	399.259	396.738	177.509	274.033	473.181	274.597	290.163	277.371	212.641	124.077	558.114	215.394	230.29	351.387	181.57	189.95	268.884	288.863	262.062	159.963	244.591	156.626	36.8361	390.108	328.757	471.978	104.778	303.521	708.455	295.697	302.167	152.218
gene:lp_0817	lp_0817	329.131	378.197	592.753	653.063	533.315	444.632	556.357	901.917	452.404	264.392	194.327	359.832	344.33	764.585	959.407	358.817	1061.48	499.438	1153.88	1699.07	908.966	981.801	865.071	543.845	751.233	649.519	6.97715	1077.94	625.957	1054.99	22.5662	564.22	1514.45	904.656	1077.93	1604.66
gene:lp_0818	lp_0818	91.5927	81.5536	99.4948	210.346	117.172	165.571	290.606	192.474	203.985	215.915	246.163	0	19.511	28.3148	66.2703	101.948	114.769	63.641	144.182	136.919	145.911	151.856	166.939	101.884	107.51	85.3456	11.3919	167.845	103.703	91.9856	14.9966	70.6338	84.6088	105.51	118.59	68.767
gene:lp_0819	lp_0819	71.0016	244.793	130.964	230.448	150.705	229.207	320.399	221.728	258.928	319.535	335.52	0	20.8772	32.5418	80.3285	105.361	104.201	85.5756	110.293	132.971	124.699	136.825	166.389	116.825	125.021	129.393	11.5615	165.798	176.271	130.097	11.2994	101.242	92.1819	142.175	110.967	80.8789
gene:lp_0820	glmM	165.092	439.029	297.014	339.145	300.688	373.982	639.006	434.719	423.565	619.483	536.704	57.9901	79.3306	70.4112	109.435	170.574	136.576	140.849	134.212	147.524	317.77	323.494	334.75	216.195	235.86	314.411	110.116	382.923	351.087	404.198	260.982	294.629	264.793	333.635	235.386	217.092
gene:lp_0822	glmS1	546.425	742.099	1229.2	1300.77	1139.34	1075.89	1089.5	679.066	6060.89	2144.3	1342.31	1075.15	868.634	1137.89	281.365	1945.79	751.973	604.367	849.644	878.562	948.249	934.565	826.279	268.392	516.644	264.722	3865.42	1484.09	400.713	1411.71	599.564	214.559	873.398	695.835	361.759	487.21
gene:lp_0823	lp_0823	387.883	257.576	366.689	263.871	373.409	623.918	203.623	351.67	611.585	201.35	262.428	61.294	110.282	35.5199	496.204	129.195	202.762	210.765	221	238.824	151.796	152.077	190.357	166.169	113.912	129.012	136.684	258.666	711.094	321.961	224.897	266.141	555.382	651.235	630.17	296.793
gene:lp_0824	lp_0824	322.609	297.865	382.362	273.217	389.137	581.536	317.722	472.526	340.394	323.913	345.517	82.5994	204.346	19.5011	417.197	142.667	221.098	236.688	258.631	253.817	155.129	173.613	191.49	195.795	182.531	187.388	228.922	256.592	518.369	688.046	195.285	196.279	410.211	653.29	428.958	208.605
gene:lp_0825	lp_0825	48.4716	39.3187	45.0352	48.6232	38.7037	48.4911	68.5802	76.1753	18.8223	62.4147	53.6235	0	5.46587	54.1256	20.7834	41.0143	138.223	10.9488	118.753	125.158	29.2415	24.8788	40.7234	114.417	175.551	136.955	54.792	58.3792	104.444	116.206	41.2714	18.3127	149.02	101.359	91.8428	41.3995
gene:lp_0826	galM1	352.38	220.474	463.558	356.584	409.083	452.454	101.369	176.843	413.99	28.5973	28.6324	602.687	433.926	515.276	404.03	368.532	386.786	357.662	414.766	449.296	147.062	149.538	162.697	216.878	175.983	253.233	255.794	140.021	293.885	399.294	146.965	190.399	522.394	362.926	238.233	251.563
gene:lp_0827	lp_0827	409.198	328.814	417.016	413.413	399.868	776.422	311.39	331.242	259.541	265.132	220.693	1042.16	341.4	1982.68	559.336	1374.33	3560.64	611.151	3467.63	3384.34	322.45	359.469	317.736	578.739	495.754	578.414	157.399	527.493	136.342	502.802	227.596	303.358	852.135	292.165	406.023	232.294
gene:lp_0828	lp_0828	92.4499	83.5485	87.9102	168.498	92.8591	103.903	80.6615	82.9746	44.5927	91.3711	125.654	35.1597	18.1954	37.3543	118.846	102.415	322.212	221.65	285.623	299.082	123.284	111.213	133.99	152.026	95.9913	260.824	18.9071	30.0146	23.2081	44.1601	67.7575	55.0731	36.661	28.3065	35.2925	22.9131
gene:lp_0829	lp_0829	90.1527	93.321	112.122	216.099	111.239	134.152	129.622	118.907	67.7858	154.584	159.216	44.755	29.124	95.0972	122.879	160.718	427.231	179.544	366.6	379.789	176.378	157.191	182.384	213.622	171.789	410.394	5.75963	44.975	36.0179	74.8105	23.3637	63.2135	50.6559	40.3185	52.9565	39.7578
gene:lp_0830	lp_0830	5.77925	30.5333	16.2009	26.0057	18.4558	6.05688	17.1757	7.9131	5.83374	28.9398	31.348	0	0.234269	0	2.16333	16.3004	30.2451	39.888	20.3401	17.5257	47.8703	45.859	50.0331	9.48513	6.71152	9.87608	6.52584	5.18622	3.09037	6.93737	2.13621	1.63475	9.70648	8.9258	13.6515	4.72015
gene:lp_0831	lp_0831	5.44048	48.7043	44.2029	44.705	47.2224	17.8182	24.3661	11.3313	6.93698	65.1897	45.2279	0	0.496207	0	13.7465	16.6876	28.3988	50.6923	18.8059	19.1898	46.1411	51.7331	47.9979	16.7421	8.88484	17.9843	6.91123	10.1787	7.71464	11.9561	6.61308	3.369	19.2824	26.7483	19.1635	12.0286
gene:lp_0834	gykA	40.7234	64.5459	15.2374	21.3127	17.0104	23.9184	20.9829	95.1546	6.32837	61.9056	51.1416	4.90439	2.59997	0	17.1494	32.8789	13.2652	23.891	8.78727	8.94813	14.5441	12.6053	17.8749	12.9251	8.69004	49.3362	8.92637	11.1143	8.19528	8.69895	9.61065	4.45983	11.2791	15.1299	14.401	13.5251
gene:lp_0835	lp_0835	10.5891	18.2599	44.2909	72.6395	37.1299	20.1148	29.5173	115.098	8.43866	91.3744	69.3001	0	1.4487	0	13.3778	12.32	12.0511	10.9628	9.31713	9.49066	41.5956	36.7759	50.4104	47.3459	35.4508	82.3515	0	9.85671	5.51705	25.7134	0	6.05638	10.9982	10.4941	9.32476	7.14521
gene:lp_0836	spx1	2123.05	2051.75	5880.15	2369.95	4700.67	2781.94	2271.19	5473.7	14630.9	6492.17	6075.91	20200.9	18328.5	32747.5	11696.5	25100.2	42816.1	3043.93	76566.3	70163.3	9072.65	11188	8147.65	5659.09	12935.5	3076.04	21873.2	4194.26	2441.4	6162.8	2940.3	5490.74	10852.3	2524.4	3322.02	1774.85
gene:lp_0837	lp_0837	96.4626	183.048	201.931	209.353	211.479	261.558	526.913	359.378	245.992	335.4	277.754	0	47.4683	241.105	90.6913	100.604	455.324	148.639	385.181	348.677	561.586	524.4	567.874	406.895	814.384	1036	7.37585	230.216	60.9217	240.401	3.82712	68.3778	248.32	60.9788	104.734	64.6712
gene:lp_0838	lp_0838	28.2841	115.632	53.9951	121.543	59.4591	58.7564	259.823	691.395	616.633	354.808	192.251	0	18.4264	108.568	20.4188	41.4548	87.7995	33.4655	203.663	193.688	184.448	185.004	263.474	145.7	190.306	314.025	6.64258	112.721	65.1089	376.606	10.7708	79.5119	85.6406	82.4789	76.1314	66.5953
gene:lp_0840	lp_0840	11.2025	11.6674	14.4486	13.7866	15.2885	15.4333	15.5777	9.84719	7.66034	9.0479	12.7836	0	1.0547	16.6453	7.30463	8.86746	13.7745	4.48948	12.0825	11.7852	12.5667	9.55706	16.7614	9.2366	11.1106	7.34344	5.40073	16.1728	20.6834	11.8093	2.00363	8.70247	18.0158	21.4319	23.5899	20.1714
gene:lp_0841	ppx2	311.793	267.532	270.956	392.786	270.274	403.625	191.142	274.87	380.328	306.201	265.945	443.532	131.784	517.087	345.867	227.284	110.515	265.435	86.7124	112.948	152.445	164.263	172.331	136.204	212.002	230.594	50.6568	361.069	429.427	249.936	125.196	308.788	421.404	547.323	466.854	542.962
gene:lp_0842	ppk	159.282	210.135	200.022	240.418	200.407	309.129	163.697	200.733	150.292	180.97	211.278	60.7592	38.0389	147.547	184.536	188.443	78.2177	197.983	62.3283	68.2917	87.0194	99.612	113.447	114.341	147.374	144.638	64.1976	194.994	233.202	125.647	230.525	124.091	390.194	315.414	243.254	241.108
gene:lp_0843	ppx3	62.9976	111.74	100.37	131.005	90.4142	126.901	86.1479	122.921	50.5817	120.176	127.483	14.6843	21.5004	93.6054	30.8084	51.0128	49.2563	74.3376	54.0677	44.9663	49.2018	49.8528	52.7504	40.4159	81.42	76.4166	27.8402	91.1741	75.4758	83.9098	66.8249	38.4517	295.734	161.081	106.482	87.4877
gene:lp_0844	licD	39.0254	76.6139	65.9317	64.9612	55.7507	242.551	101.399	167.725	68.8278	70.9375	98.2219	0	17.9719	58.9368	19.3979	63.8774	55.6064	31.7922	58.5426	47.0553	68.2398	73.6982	93.3807	82.039	126.322	109.526	94.2743	124.245	83.241	249.979	90.2619	23.6821	312.34	195.509	150.623	130.866
gene:lp_0845	lp_0845	6.55957	3.20888	58.4378	26.9503	60.078	23.2021	23.5297	13.8518	7.14416	10.167	17.0168	31.5992	8.37585	0	14.7325	4.16279	10.8826	22.6369	5.22193	8.5974	19.2997	18.4091	21.5822	17.1778	38.1838	36.0633	16.9925	12.961	3.75819	15.4791	18.9309	4.4381	18.3732	17.2227	14.2187	8.66403
gene:lp_0846	lp_0846	89.5664	48.8226	23.2539	37.5498	24.2714	171.814	229.819	350.884	44.3557	43.4778	79.2112	231.142	263.743	392.912	32.3298	92.0268	120.377	92.7272	131.078	131.696	219.755	271.853	227.444	211.004	61.573	264.019	6.6929	263.328	110.512	264.447	24.5573	145.702	1004.59	318.492	403.493	216.029
gene:lp_0848	lp_0848	560.994	281.41	300.036	158.82	324.84	471.06	1187.42	268.21	3559.98	267.259	371.4	2.86277	10.1176	36.4975	212.22	392.219	283.176	121.408	165.83	196.281	199.622	230.627	354.336	72.1755	42.823	99.5602	24.5129	302.89	3538.69	2776.31	1052.12	162.002	1493.77	615.19	1872.78	1434.71
gene:lp_0849	pox1	118.234	98.9531	338.634	355.021	320.268	62.3472	22.4529	26.9826	20.0787	83.7283	87.2338	40.8883	54.9781	41.1541	310.031	320.922	114.027	184.998	71.5755	77.4254	21.4101	21.6821	23.3351	416.366	75.3028	197.851	5.96426	175.479	55.0027	65.9688	48.6743	126.679	381.534	303.365	139.813	110.793
gene:lp_0850	ribC1	23.1941	18.9902	84.1752	77.0236	67.2239	25.5877	11.8458	10.8057	5.05872	18.3388	16.8419	0	6.45771	37.4863	84.3087	36.4109	22.0803	58.1359	13.1961	16.094	14.4101	15.7191	13.1158	54.7142	19.9359	49.7411	0.729766	32.5629	8.65512	13.0655	1.61402	12.1371	119.311	63.2233	30.2267	25.8683
gene:lp_0852	pox2	366.034	251.605	544.192	495.371	600.683	402.399	172.666	284.841	132.552	228.644	295.137	849.094	365.678	491.641	1863.58	2365.53	119.394	858.876	161.882	149.686	240.711	203.366	240.183	1086.57	2105.12	439.588	125.828	26.817	290.636	168.405	79.3102	716.865	950.443	224.285	256.915	149.268
gene:lp_0853	pepR1	106.606	436.391	136.761	268.686	129.112	319.945	762.596	859.049	261.5	814.818	962.366	32.9549	113.766	87.5298	90.2672	191.986	84.4292	110.958	73.9506	87.2892	291.065	310.458	446.08	641.632	353.582	404.512	4.77118	236.887	95.0951	200.834	28.6908	254.215	315.468	319.141	274.284	166.114
gene:lp_0854	birA2	48.1565	90.9534	150.081	148.697	133.112	218.2	253.251	235.212	132.149	631.323	622.538	71.8642	53.4701	104.479	151.656	117.592	120.603	212.43	147.643	115.984	136.826	126.456	175.117	241.657	266.205	283.808	1.56457	257.376	67.1166	154.512	0.267898	53.0507	327.351	97.2812	148.155	65.3497
gene:lp_0856	lp_0856	89.1115	179.177	303.619	222.095	284.868	474.151	466.138	527.655	143.32	601.205	656.171	73.6438	40.0419	196.604	63.3878	139.195	194.842	117.958	190.056	171.174	198.314	199.414	236.964	591.252	676.865	624.352	12.4195	291.202	169.424	496.186	21.3103	73.9716	488.958	215.794	186.232	87.2512
gene:lp_0857	pepX	45.1998	184.739	64.1104	93.2888	69.0897	109.921	144.104	139.609	70.9586	152.563	134.223	6.13351	17.4965	6.51635	42.1796	67.5138	46.6777	49.2115	28.434	31.9523	80.9257	89.8992	118.854	155.082	160.634	81.1499	3.23486	147.047	43.2762	125.394	14.2095	51.7892	117.867	145.824	103.673	108.239
gene:lp_0858	lp_0858	80.1985	110.817	136.915	143.387	117.448	211.744	168.54	213.184	108.551	157.109	154.51	89.1549	44.563	37.8879	87.2904	57.4201	53.6204	163.503	51.7992	46.8016	236.312	225.236	230.207	379.42	411.588	199.207	0	99.0095	57.0466	128.743	0.841966	99.4102	112.365	116.114	105.024	121.729
gene:lp_0860	lp_0860	75.792	62.0821	67.4587	48.6232	68.4913	92.8258	162.049	143.02	142.431	117.264	92.2822	241.992	202.559	622.444	17.8144	73.0801	270.028	14.5985	238.835	211.993	107.406	94.1031	123.017	102.229	198.502	106.963	1.58054	186.892	94.3707	184.51	0.902106	126.491	342.226	356.073	201.173	181.793
gene:lp_0861	bcaP	34.4729	79.6409	121.18	144.897	129.208	87.7002	171.571	116.255	215.405	271.267	225.016	5.35695	11.9005	34.1479	18.7318	66.6503	60.2968	55.2611	33.5468	36.266	158.704	170.729	241.124	90.987	63.9896	58.0419	2.21592	146.2	47.4015	218.165	3.03541	24.0507	48.9314	175.183	95.584	31.7174
gene:lp_0862	lp_0862	33.8911	35.2977	12.1551	28.8754	7.2898	10.8849	12.3089	7.87466	43.2134	21.8982	17.0168	0	3.58965	16.7858	73.6627	17.1137	37.6909	99.6021	38.7522	28.5737	18.0208	17.7594	17.4759	3.87886	12.1883	5.47798	0	19.6846	12.6839	12.6914	0	10.155	1.64229	11.5943	23.6066	17.9559
gene:lp_0863	pdxK	27.8401	47.5432	20.9691	55.7058	23.4228	16.2466	61.8711	49.6383	23.4973	85.0948	88.1893	0	2.77004	0	63.949	28.1077	28.2657	36.6833	16.8608	23.7081	77.5831	81.8506	72.734	20.983	24.3035	29.8987	1.13475	19.0813	10.6578	14.7329	0.593694	8.01046	9.74247	24.3655	24.0016	15.8424
gene:lp_0864	lp_0864	93.7706	163.69	102.884	170.905	106.668	86.9606	290.263	380.219	148.668	370.706	347.43	89.1549	22.9567	75.7758	133.014	90.3061	88.3689	189.05	101.117	62.4973	329.604	348.181	283.339	193.417	208.803	199.636	15.1205	83.3764	35.8397	95.3775	18.7337	63.755	77.8447	92.8656	93.5034	52.4326
gene:lp_0865	lp_0865	234.92	233.222	295.461	223.046	312.174	197.326	1622.25	5961.95	899.167	509.102	283.531	149.78	301.228	795.646	244.413	508.637	3109.27	629.486	4025.45	2678.42	1009.23	1061.82	2098.8	1849.59	4301.06	1675.5	2362.63	14632.9	1775.44	7683.91	4463.94	3711	2070.02	2021.5	4767.29	4055.96
gene:lp_0866	gmk2	21.3693	73.6985	27.6043	84.6613	35.827	40.1259	76.8197	62.5112	43.1416	105.734	112.762	0	4.54771	0	44.995	36.1633	33.7231	40.5596	18.1308	21.6238	32.6677	44.4498	46.8986	48.5466	33.7349	50.5011	15.4361	15.2401	8.49369	14.3394	15.7977	15.8672	10.6167	12.8349	17.6672	9.40836
gene:lp_0868	lp_0868	451.679	605.664	428.469	573.371	432.86	758.994	214.17	278.131	689.395	460.042	476.46	92.7693	188.203	376.319	290.968	701.667	1965.12	227.164	3294.69	2717.32	367.269	317.222	450.207	566.211	1127.26	735.481	212.803	471.315	170.314	778.477	196.724	263.961	827.648	394.525	522.521	229.091
gene:lp_0869	lp_0869	172.735	484.934	344.777	846.263	326.379	468.291	644.877	1043.68	1035.82	788.658	747.647	1255.51	735.461	702.041	287.545	236.865	343.643	311.377	460.555	419.972	795.946	711.258	634.78	778.62	695.875	1070.16	137.885	136.573	69.5088	183.683	195.968	114.516	155.785	99.808	111.396	52.9828
gene:lp_0871	lp_0871	278.401	480.261	450.362	890.55	454.489	573.604	680.149	1272.75	1195.84	772.643	743.118	822.968	739.6	456.598	319.745	287.502	375.75	311.808	478.624	456.601	804.9	718.919	655.435	1031.79	963.761	1880.62	260.992	280.078	192.276	441.35	465.618	171.311	296.967	141.828	218.863	99.8509
gene:lp_0872	gph1	76.0366	98.4897	30.7478	51.905	34.966	116.719	240.344	284.457	72.0552	70.9484	99.9913	53.7489	30.1523	228.415	72.3939	37.7639	67.4215	71.8747	72.3049	61.1715	215.777	214.812	190.519	149.909	178.668	208.673	85.7222	109.986	51.7083	93.0608	75.0115	70.0026	155.658	84.247	88.8863	73.7569
gene:lp_0874	lp_0874	44.4539	104.383	100.614	116.667	112.434	16.3895	35.2366	91.6228	117.665	92.9035	85.8177	20.6498	34.1735	24.3764	75.9512	51.1829	25.5173	49.9675	16.0447	21.0779	53.792	50.5427	72.6131	50.0064	32.5237	32.8371	0.284729	91.0047	33.128	60.0218	2.16682	90.9952	36.4897	133.195	108.722	79.248
gene:lp_0875	lp_0875	304.343	843.799	36.493	231.736	46.3363	63.5772	536.472	2250.51	1952.42	707.577	408.827	460.634	1040.55	1894.4	401.813	154.86	776.348	272.505	2218.78	1710.83	469.082	570.933	497.2	452.349	734.876	463.958	0	276.245	122.293	311.715	1.22787	731.499	738.482	176.584	248.417	191.072
gene:lp_0878	glnQ2	465.057	890.028	443.641	446.995	479.818	802.557	701.499	619.519	1510.65	554.307	589.287	45.4798	82.1534	10.7375	282.722	211.843	230.233	214.308	168.072	153.502	412.536	447.552	522.72	302.253	222.934	232.003	86.5393	516.728	550.641	385.694	505.503	439.508	319.1	321.939	492.956	404.739
gene:lp_0881	glnH1	596.834	997.652	623.355	550.893	697.536	899.976	544.595	465.237	1410.9	665.233	743.782	98.4219	79.0552	152.095	469.303	243.076	212.545	487.139	167.317	169.691	312.876	349.797	439.89	258.665	201.139	208.84	51.2608	511.777	560.858	474.317	598.565	529.334	293.371	414.548	458.095	495.06
