		MRS broth		Tomato juice			Wheat flour hydrolyzate			Pineapple juice			Drosophila sp. Extract			Faecal extract						Bee Extract			Olive Extract			Cheese broth	MRS broth								
GeneSymbol	GeneName	WCFS1_MRS	LB16_MRS	TJ22	TJ20	TJ19	WFH19	WFH20	WFH1W	PJ16	PJ20	PJ1	DE12	DE12II	DE24	FEO3	FEO13	FEO17	FEV3	FEV11	FEV21	BEE1ST	BEE2ST	BEE3ST	OE1	OE2	OE3	CB5	FEV11_MRS	FEO3_MRS	DE12_MRS	CB5_MRS	OE1_MRS	WFH19_MRS	TJ22_MRS	PJ16_MRS	BEE1ST_MRS
gene:lp_3348	lp_3348	406.248	444.098	765.669	781.976	692.103	741.315	600.713	738.412	465.225	892.439	1061.43	104.014	266.661	540.254	684.313	541.334	798.371	377.532	692.379	616.306	824.082	822.689	743.944	581.245	586.755	671.735	206.046	499.161	252.5	970.318	434.938	315.835	824.848	242.245	436.962	255.524
gene:lp_3349	mutY	139.318	231.813	405.857	478.193	439.915	196.818	184.564	219.055	76.067	199.999	213.454	61.2181	55.6347	57.8126	290.175	301.878	581.758	278.723	419.336	401.159	442.523	395.806	368.495	331.598	228.053	302.264	44.1747	151.182	143.069	274.173	200.781	164.448	163.458	91.3505	155.35	119.469
gene:lp_3350	lp_3350	886.33	1104.6	2239.57	2954.28	2267.12	1963.17	731.086	1851.67	1560.7	1631.71	1435.49	2424.72	2156.05	4934.75	1097.09	1428.66	2586.39	1225.43	3177.82	2665.69	2333.09	2388.76	1889.77	4094.11	3728.69	3321.08	523.927	882.922	708.78	1558.99	628.265	495.764	664.392	480.937	691.6	462.485
gene:lp_3351	lp_3351	1132.49	1526.41	2773.88	3721.83	2851.86	2441.27	792.507	1836.62	2404.33	2103.59	1853.42	1743	1525.12	2683.54	1694.16	1361.28	2571.11	1506.84	3721.92	2852.71	2927.84	2524.64	2212.82	3674.79	2640.8	2786.91	339.42	841.63	711.761	1448.53	498.18	439.959	531.152	527.25	711.867	525.332
gene:lp_3352	hsp3	16037.5	10560.8	13561.5	12780.6	11772.3	7720.83	4235.04	5555.63	2202.49	3434.04	4140.33	28244	21231.6	19031	67437.7	12861.1	20713.9	13639.5	23463	22412.6	46815	42881.4	27087.3	12922.6	13116	4846.05	265.481	4194.18	5523.78	6490.89	1412.21	12584.5	14866.5	3488.36	8981.14	7406.52
gene:lp_3353	lp_3353	3714.53	3169.84	2651.08	2559.32	2427.73	1505.7	605.771	1067.21	1249.31	2381.03	2311.75	744.705	454.367	1292.65	2831.43	550.25	555.059	3041.63	549.922	1046.15	3517.86	3125.46	2127.47	2157.89	1147.59	1225.95	6.5081	855.705	476.157	1415.56	19.4395	1297.17	1024.98	800.197	1154.25	1308.4
gene:lp_3355	lp_3355	389.263	220.892	357.016	323.669	331.347	273.675	188.16	359.275	131.839	244.236	226.637	521.535	614.798	373.543	1232.17	839.22	1143.35	423.15	977.357	756.286	844.658	787.124	673.951	329.419	730.212	233.142	14.0591	238.314	541.035	656.28	40.1219	651.392	675.659	264.862	580.027	426.686
gene:lp_3356	lp_3356	16.9348	57.6592	33.0704	93.4328	41.2744	28.3974	257.102	225.443	18.8939	205.14	182.119	16.3159	11.9446	52.003	64.6595	78.8118	46.5975	42.0779	23.2733	32.9022	219.475	237.522	264.689	97.5247	197.748	362.205	5.39931	19.8259	10.9638	67.5763	4.04474	17.7888	22.5775	13.3682	17.4129	20.6174
gene:lp_3358	lp_3358	19.9529	56.2222	22.5497	58.2208	20.5794	98.2838	165.994	145.154	16.2643	75.8539	73.4076	28.8356	33.693	183.813	26.8881	19.2951	54.2561	28.3297	41.1314	33.4916	145.563	160.65	141.523	42.9708	191.166	102.794	1.02239	55.6313	7.29994	59.3705	0.389027	29.1047	62.1409	26.7663	20.8648	18.9882
gene:lp_3359	lp_3359	234.268	336.407	714.085	764.518	674.845	1415.83	315.38	733.046	34.5025	99.7033	137.947	905.324	312.657	1456.98	64.937	90.3307	26.2786	270.165	18.2644	26.0635	359.351	374.356	350.855	1227.01	885.136	529.187	628.213	86.2972	36.4431	78.1025	118.697	2400.02	101.065	69.0046	82.5119	58.5815
gene:lp_3360	lp_3360	98.5967	307.792	356.417	475.072	371.862	848.694	183.042	371.839	14.3747	97.3239	93.0106	270.621	145.556	1067.9	25.7494	67.2595	20.5978	126.606	9.41504	14.1425	179.145	191.84	178.591	883.429	420.394	315.474	183.221	62.8058	14.1223	26.208	25.4918	1525.87	32.7223	23.1369	34.4094	17.6447
gene:lp_3362	pva2	163.285	151.022	8860.92	3693.3	9048.68	615.596	164.536	235.744	920.996	1560.19	1003.32	588.043	567.931	1346.23	286.546	104.178	148.885	982.756	214.219	106.014	144.612	172.293	206.331	1139.27	1353.96	957.304	124.448	52.2464	109.509	186.161	92.1684	80.7752	75.0251	118.39	174.825	77.7896
gene:lp_3363	copB	95.0044	30.122	8450.36	3813.55	8626.03	865.033	74.7552	237.376	407.137	1515.17	921.619	62.4084	42.4447	2293.33	210.524	74.6921	143.76	1077.19	224.466	103.407	47.5179	46.0199	82.0767	939.91	1166.58	781.496	84.8873	29.4377	39.9501	110.336	5.07037	29.9749	29.5495	51.264	43.5841	36.6736
gene:lp_3365	copR	111.13	136.146	3169.49	1552.67	2531.32	419.668	239.466	394.151	257.406	447.612	380.309	192.026	471.536	612.036	219.752	165.58	139.597	520.236	109.32	105.33	387.047	338.125	373.835	660.091	463.133	1305.26	52.7141	106.957	77.027	259.379	105.202	129.406	237.141	116.912	118.33	74.7791
gene:lp_3366	lp_3366	149.957	95.8293	96.1873	160.433	92.0907	89.522	177.466	161.269	172.145	829.674	546.595	109.729	33.9329	145.723	95.9235	110.825	54.8417	39.3035	43.4245	39.5136	422.3	360.619	404.569	203.279	172.108	279.524	40.2835	109.565	84.5014	555.986	125.161	68.9596	65.0488	52.1838	308.908	165.037
gene:lp_3367	lp_3367	48.4653	24.8031	73.8653	67.1035	62.2897	43.3047	116.492	146.991	112.699	120.013	100.231	17.9593	26.7488	0	96.2915	28.3908	44.9549	92.6319	49.0478	32.4795	143.918	153.248	186.706	165.025	149.692	208.164	49.7737	63.0743	76.2533	189.626	92.7526	65.4107	48.5363	44.1438	81.5364	83.2111
gene:lp_3368	lmrB-N	10.2155	20.4437	23.0333	37.6104	18.2569	37.3503	75.9645	50.0483	15.0977	25.5774	23.9824	6.71058	3.89629	7.12945	9.38606	17.8771	11.95	21.1521	8.28801	10.9547	31.9987	31.5057	39.019	32.3443	50.15	45.2084	3.19224	10.9755	4.30979	12.6816	3.01025	4.82432	11.1605	8.51026	8.98124	6.98644
gene:lp_3369	lmrB-C	24.2152	12.3197	17.2583	54.0086	23.0135	32.9921	67.6821	54.0772	19.0402	39.2648	28.5541	0	4.12269	24.7865	10.8773	19.1238	7.83883	46.7969	7.30505	4.85406	18.5413	22.2266	24.5364	27.7032	36.9797	55.6117	5.79039	13.6363	4.85579	15.1658	5.23278	7.10884	11.6706	10.3056	8.61366	8.8999
gene:lp_3371	lp_3371	249.192	78.1284	243.392	240.996	182.307	320.518	135.807	199.789	61.3809	121.543	112.194	0	65.0845	43.4779	248.038	363.004	312.127	222.806	422.855	429.654	119.553	135.194	172.899	367.429	355.654	423.498	275.929	189.677	142.121	357.231	233.093	70.3363	357.054	104.38	179.894	199.695
gene:lp_3372	lp_3372	248.527	109.678	293.577	287.601	237.896	348.212	211.387	274.567	66.0185	126.09	118.47	38.2092	88.7401	81.1884	308.782	372.112	330.367	189.78	482.544	438.256	197.38	204.268	238.028	508.207	494.95	604	124.336	212.49	176.32	400.6	124.791	85.985	547.925	162.973	223.362	217.423
gene:lp_3373	lp_3373	113.358	223.399	86.8495	281.184	80.6748	254.932	368.848	328.499	63.0205	245.206	303.619	29.2539	32.0015	0	277.329	144.447	125.486	257.07	131.291	107.997	411.451	381.358	333.832	410.007	393.168	292.827	44.3703	143.389	97.3033	106.311	330.949	360.824	429.514	79.201	214.777	59.9831
gene:lp_3374	lp_3374	27.532	30.3317	19.0308	55.5623	21.5061	37.3529	78.3102	45.9856	10.76	39.121	49.6318	2.72526	1.78873	17.3722	17.7884	15.4777	9.98082	34.3606	5.97324	9.07221	56.5929	61.9758	62.2975	47.7082	42.0471	46.1684	13.9787	14.7831	9.23751	23.4351	31.1095	13.5718	20.2189	16.97	13.8979	14.9445
gene:lp_3375	lp_3375	101.423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6878	0	0	0	0	0	0	18.2196	0	0	0	0	0	0	0	0	0	0	0
gene:lp_3377	lp_3377	341.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.4935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:lp_3378	lp_3378	264.11	0	0	0	0.575606	0	0	0	0	0	0	0	0	0	0	0	0	77.7527	0	0	0	0	0	0	11.6653	0	0	0	0	0	0	0	0	0	0	0
gene:lp_3379	lp_3379	252.884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.226	0	0	0	0	0	0	19.4983	0.0961689	0	0	0	0	0	0	0	0	0	0
gene:lp_3380	lp_3380	193.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.4966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:lp_3381	lp_3381	135.479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:lp_3382	lp_3382	153.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:lp_3383	lp_3383	122.243	0	0	0	0.305514	0	0	0	0	0	0	0	0	0	0	0	0	22.01	0	0	0	0	0	0	0.289327	0	0	0	0	0	0	0	0	0	0	0
gene:lp_3384	lp_3384	128.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.66655	0	0	0	0	0	0	0.406621	0	0	0	0	0	0	0	0	0	0	0
gene:lp_3385	lp_3385	102.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.0136	0	0	0	0	0	0	0	2.26972	0	0	0	0	0	0	0	0	0	0
gene:lp_3387	lp_3387	174.676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.1494	0	0	0	0	0	0	2.70472	12.9666	0	0	0	0	0	0	0	0	0	0
gene:lp_3388	lp_3388	261.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.6104	0	0	0	0	0	0	0	17.6977	0	0	0	0	0	0	0	0	0	0
gene:lp_3388a	lp_3388a	221.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3766	0	0	0	0	0	0	1.08167	7.77837	0	0	0	0	0	0	0	0	0	0
gene:lp_3389	lp_3389	50.3245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63248	0	0	0	0	0	0	21.7975	0	0	0	0	0	0	0	0	0	0	0
gene:lp_3390	lp_3390	70.6039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.711	0	0	0	0	0	0	4.3704	2.78123	0	0	0	0	0	0	0	0	0	0
gene:lp_3391	lp_3391	41.1274	0	0.586233	1.60928	0	0	0.852761	0.713825	0	1.9614	0	0	0	0	0	1.16	1.99704	34.0631	0	0.634168	0.874745	1.08633	0.718497	0.595588	2.38809	0	0	0	0.471265	0.367969	0	0	0	0	0.228587	0.314911
gene:lp_3392	lp_3392	34.293	52.9372	132.342	136.173	114.77	36.606	83.0614	63.0108	27.3287	96.9165	92.8568	21.4147	12.8199	39.0023	94.1367	342.294	353.285	50.8441	246.711	248.92	106.076	108.906	112.461	77.4046	109.371	69.3276	15.6918	131.127	31.0359	134.689	17.6235	19.925	235.673	125.806	88.7	47.702
gene:lp_3393	lp_3393	14.3486	46.9748	28.083	90.0476	38.321	45.4029	61.8254	38.7928	86.9914	138.57	139.391	15.951	6.04009	0	14.8738	19.1456	24.1176	20.5684	21.3654	17.1043	42.256	37.4991	35.7688	13.866	22.3512	21.6995	19.1348	19.8732	9.81751	19.8121	49.711	11.5813	9.63733	12.8987	13.2047	10.5218
gene:lp_3394	lp_3394	8.8018	32.9391	19.5249	58.1185	25.5503	30.8448	35.3141	22.0558	72.7734	83.4284	89.518	7.95012	1.20417	0	18.533	7.91313	11.4861	54.6745	9.95721	9.16111	20.7097	22.0137	22.2963	6.21385	10.9244	9.41781	18.0873	10.3533	2.74204	13.8797	11.6374	8.32713	5.37145	9.17595	4.58629	3.2855
gene:lp_3397	lp_3397	55.7563	116.162	72.9303	129.618	68.876	82.7826	518.538	221.629	207.006	285.459	240.556	71.0982	29.9138	0	92.0784	63.8294	117.054	49.8011	206.404	156.523	383.786	359.086	319.34	65.624	75.1297	70.605	85.6159	188.826	44.1587	189.198	31.9867	59.952	163.614	102.098	100.716	47.8405
gene:lp_3398	pacL3	28.3595	32.9465	307.843	154.23	245.141	397.296	58.572	404.308	2208.65	143.147	90.7817	15.7633	14.398	30.4495	40.0874	20.7242	105.35	109.229	200.869	174.03	25.2872	23.8867	47.7425	63.8004	81.7888	88.164	13.1597	74.6046	30.985	186.627	23.3619	22.201	14.635	33.9374	30.2404	52.1609
gene:lp_3400	cpdB	47.1096	135.724	102.297	93.9327	101.712	83.5134	184.054	120.241	265.14	169.22	180.599	19.314	13.7738	0	41.6472	41.9822	79.6574	35.9738	78.8696	65.9952	124.466	135.421	147.966	85.9548	118.177	97.7733	37.8494	116.676	33.2788	124.34	82.5355	39.6323	94.3572	132.824	69.9157	84.9217
gene:lp_3402	lp_3402	53.8756	35.8652	88.9472	103.015	90.6719	50.7883	32.338	59.0937	1368.41	175.618	172.904	16.0536	44.3762	34.1113	37.4235	15.274	46.1181	50.6017	37.6997	40.8519	42.6459	37.3001	57.7824	208.845	207.727	221.637	2.98829	68.9747	45.871	61.123	3.45856	45.4003	59.7081	56.6162	91.4067	52.6923
gene:lp_3403	lp_3403	938.308	621.83	932.453	1181.29	899.51	493.742	836.932	712.641	1008.39	1045.81	1123.32	604.514	437.835	480.53	1551.15	676.309	762.917	780.127	909.796	807.683	1494.92	1412.47	1349.34	1053.76	1051.89	1289.48	175.401	441.142	496.552	1309.86	511.238	852.827	1320.3	547.632	792.705	616.61
gene:lp_3404	lp_3404	13.7638	27.0671	31.9298	48.8746	40.3498	22.1784	67.7221	56.139	58.5722	102.399	83.7466	0	6.02566	0	9.27388	28.2421	19.7158	11.3996	16.6086	14.8032	42.0818	51.3971	55.9655	25.9615	31.9481	30.5078	23.8613	49.5133	27.324	80.352	20.6634	13.4003	26.4264	52.4353	35.2278	34.541
gene:lp_3405	lp_3405	13.4599	29.6301	38.1318	47.4006	42.8117	20.572	72.2831	63.5628	44.1571	73.0178	45.2342	0	2.04605	0	11.3364	39.3873	20.4242	13.9349	31.5814	24.3867	47.9519	45.7739	63.0971	37.9282	34.6816	38.249	29.5034	52.5258	34.2202	107.556	25.0676	13.8145	32.9618	68.6012	37.3116	35.8139
gene:lp_3406	lp_3406	55.9333	45.3889	94.2663	90.7633	85.864	69.8271	121.467	116.068	73.1542	190.649	219.981	23.7746	13.804	0	22.169	59.8561	53.5206	34.0631	65.7571	57.4557	59.4826	69.5793	82.0524	57.8912	96.7178	61.1359	54.0895	68.5052	33.931	160.398	44.6242	20.6008	59.0014	59.4543	37.5796	34.7661
gene:lp_3407	uppP	427.457	396.786	491.365	578.921	468.112	513.584	778.374	747.56	549.027	555.611	738.583	31.6564	102.976	317.105	217.172	293.644	267.581	471.699	514.8	353.928	627.563	632.251	619.446	378.619	406.869	505.105	310.16	291.595	316.636	606.428	322.075	275.51	218.351	409.002	333.831	476.145
gene:lp_3408	lp_3408	208.68	205.732	237.607	179.914	226.593	206.671	119.311	72.0055	184.92	132.854	154.707	21.6445	43.3479	76.6519	141.279	73.9249	63.7551	128.18	83.5859	72.2842	194.315	198.69	219.001	193.177	159.668	55.7279	38.4994	132.799	197.96	239.726	66.9436	190.367	83.0569	180.322	184.049	324.884
gene:lp_3409	lp_3409	272.216	285.09	420.955	330.694	407.358	336.949	182.38	195.58	522.227	307.951	318.006	78.419	67.9674	83.3137	188.901	83.0281	134.596	299.612	253.954	151.653	238.036	235.594	251.764	244.45	196.136	150.295	77.8519	166.588	210.47	420.007	68.5034	258.547	151.903	236.985	217.372	364.587
gene:lp_3410	lp_3410	172.735	198.107	442.85	339.826	440.93	274.483	133.713	144.351	885.075	223.11	284.029	127.128	69.4369	221.013	118.542	46.0134	47.3741	278.182	63.5284	66.9576	133.52	163.967	160.245	210.309	149.753	129.45	0	132.73	139.789	444.107	0.955008	256.74	145.959	131.415	159.611	223.377
gene:lp_3411	lp_3411	319.801	782.638	262.531	591.358	273.345	256.557	716.474	1521.96	4968.13	1538.68	1184.28	587.373	266.511	3046.28	133.323	751.616	5118.87	298.975	14057.7	11042	596.871	630.567	671.553	775.456	1337.14	1538.93	5.43484	406.874	316.291	568.031	2.18963	717.741	478.647	232.368	300.013	297.898
gene:lp_3412	lp_3412	72.1629	32.3733	143.313	21.6679	142.065	77.1024	103.507	120.872	226.303	37.1684	35.5779	6.58664	9.20056	23.3259	14.3309	24.8742	83.1747	1604.92	68.4022	77.5158	69.1487	70.5303	77.7115	74.7471	99.0958	122.844	0.0908196	25.3729	95.7015	30.3691	0.12959	34.15	29.5683	48.5542	43.8488	60.0765
gene:lp_3413	lp_3413	58.0791	21.7497	151.906	15.575	132.159	65.067	75.4003	42.7115	32.798	28.2954	27.9847	0	8.40244	15.3748	21.928	17.7934	59.9285	2537.85	33.1033	41.8055	49.0389	49.3452	50.1636	31.9028	58.174	40.7324	0	10.7586	57.2709	16.4626	0	22.53	26.2303	26.9618	27.9253	37.436
gene:lp_3414	lp_3414	117.076	30.4202	344.158	21.0279	300.818	107.949	191.058	64.6804	62.098	39.3589	38.9267	46.2285	28.7083	39.2912	56.0382	27.608	111.679	5160.93	71.57	94.9984	143.759	140.679	129.817	35.8081	126.824	63.4893	0	20.0992	116.889	60.8313	0.109144	45.3394	124.576	74.3038	70.5114	93.7594
gene:lp_3415	lp_3415	7.72394	18.5489	12.1608	14.4246	9.68703	11.4066	40.2274	20.9011	4.02895	23.6086	15.8974	0	0.256172	0	30.7527	25.2512	202.699	31.9861	106.619	104.104	29.944	32.8283	44.3453	19.5237	19.3872	20.5239	0	14.62	8.14656	49.8979	0	3.33362	16.0858	10.9171	5.03448	8.87126
gene:lp_3416	lp_3416	824.605	1006.76	1181.41	2096.49	1068.34	1664.32	978.735	2345.45	996.693	1716.72	1137.73	1909.4	2922.1	3173.11	893.687	595.081	4681.55	1400.84	2299.95	2904.41	1944.12	1981.16	2181.18	3181.71	8334.21	2393.49	139.219	1654.04	429.528	1653.17	26.75	762.202	2268.83	1176.28	1079.56	1075.93
gene:lp_3417	lp_3417	72.8122	146.417	57.9661	63.6495	51.1154	83.4133	96.7512	143.92	197.409	249.908	269.085	22.3887	47.4757	0	46.9724	60.2993	64.8813	96.232	49.2663	42.4609	154.124	158.897	186.474	230.685	194.505	141.019	1.6207	128.392	20.1703	114.559	2.44472	33.0437	57.9617	57.3442	82.079	66.9022
gene:lp_3418	pck	135.008	68.8207	333.261	124.077	361.108	106.61	36.1133	57.039	173.834	83.4199	54.4878	310.916	427.592	162.768	101.891	184.019	270.627	140.741	247.692	332.386	25.7971	25.6027	57.8754	77.076	43.7771	91.9159	5.12581	826.599	326.667	397.337	32.9263	227.383	368.732	894.828	811.86	919.63
gene:lp_3419	lp_3419	2392.12	1238.32	2945.66	1953.96	2565.95	3115.28	1999.02	2374.83	1326.5	878.085	818.447	1683.14	3393.44	8920.88	3553.33	3173.45	6551.82	4692.96	7425.59	7979.63	2363.28	2636.18	2335.05	2397.81	7145.23	1615.56	5786.58	5024.97	4684	5180.65	5416.01	3092.1	7870.97	5014.16	5994.94	5650.61
gene:lp_3420	gadB	1231.2	932.455	1523.83	1082.44	1349.7	1276.48	576.606	2043.28	411.795	477.973	487.806	342.582	182.753	135.429	1111.87	189.075	303.736	2051.61	261.101	270.828	1082.48	1129.93	1710.2	2540.24	1149.53	1533.79	504.555	895.468	1212.89	1544.79	186.281	1017.14	605.678	860.136	1473.89	2430.96
gene:lp_3421	lp_3421	222.554	257.192	258.529	737.019	340.858	543.832	4407.13	3083.28	401.984	1753.94	2169.83	74.0154	152.875	21.446	174.11	272.031	86.3624	248.725	42.0199	61.1673	2055.27	1859.6	2173.55	2056.13	2055.61	1428.89	110.22	466.077	1482.68	281.933	211.683	179.622	336.505	445.644	148.939	338.285
gene:lp_3422	lp_3422	123.168	147.252	126.535	183.374	94.2843	170.407	263.574	409.17	282.015	369.631	370.886	4265.48	2130.57	2167.85	146.749	71.1736	123.625	155.505	192.201	154.252	243.597	252.925	228.951	369.892	277.22	196.833	213.258	102.058	73.4497	203.8	147.344	196.259	245.38	111.971	101.809	89.0184
gene:lp_3423	lp_3423	36.2187	20.4437	46.1658	72.768	58.6144	62.7777	150.254	143.617	53.064	174.391	106.442	0	11.6889	85.5534	32.8512	47.7378	97.4038	17.3062	92.1019	100.526	109.625	108.039	115.475	143.532	100.098	40.232	32.0611	38.7067	17.718	34.6796	19.6063	28.9459	44.4678	20.0804	41.3447	31.679
gene:lp_3425	lp_3425	12.2136	5.63337	24.4353	36.3551	19.8584	23.0863	32.9941	33.6904	10.7066	41.8136	35.7994	0	4.45584	0	11.7563	1.47637	27.3231	7.2255	13.8169	12.7122	46.5735	48.4773	33.1489	40.6173	30.4699	30.1135	29.7269	12.4112	8.17216	18.9671	17.8599	23.1099	13.1871	21.5582	12.1463	10.3205
gene:lp_3426	lp_3426	9.9655	0	17.0458	17.5473	16.4214	14.796	19.9398	20.0351	7.14751	23.7632	17.6267	0	3.63567	0	0	0	12.5007	0	8.35086	8.83567	19.9593	16.9451	17.6999	29.9455	18.2276	20.2278	15.39	10.5838	6.42325	12.4826	12.0425	16.6848	11.5395	23.2579	9.13907	6.29518
gene:lp_3427	lp_3427	1.81191	0	7.23157	10.9892	9.30429	8.54528	14.0509	10.4303	2.79162	11.2335	23.0749	0	0.220344	0	6.10422	0	8.79813	5.00227	4.70685	6.00686	12.589	14.4774	13.3475	16.2246	10.3106	9.91952	23.6491	6.71277	3.52954	10.1725	7.31568	7.6879	6.6912	9.82555	5.8913	5.13326
gene:lp_3427a	lp_3427a	0	3.34288	2.02927	6.6847	1.30935	4.4761	8.14714	7.24806	0.90762	5.43158	5.37194	0	0	0	0	0	9.67795	0	4.29473	5.26848	7.8727	12.0332	14.2594	12.095	7.2745	5.28401	10.2127	4.3601	2.77321	5.09495	4.04791	6.26906	2.31681	5.6679	4.58932	4.14228
gene:lp_3429	lp_3429	11.635	9.98246	2.87042	10.5062	3.70416	11.9595	20.0978	21.2816	7.27507	9.60377	1.89966	6.46719	1.30608	13.7417	6.03042	0	9.12635	0	9.44989	5.58923	26.3647	36.7015	61.0574	54.5658	9.74417	7.10055	6.95546	33.2907	21.3058	58.4956	2.74839	11.7619	29.6623	9.86035	31.712	47.9023
gene:lp_3430	lp_3430	34.2211	42.7286	39.1393	71.7344	41.5903	85.5354	99.7102	140.522	65.1051	63.3386	51.8823	62.8009	23.5823	8.34011	5.48996	19.7638	87.0406	51.7373	94.2229	65.5826	49.2168	50.4143	81.8951	124.877	85.2077	80.2164	44.3247	154.433	154.657	175.906	32.4806	58.5658	144.276	98.8828	146.41	80.9172
gene:lp_3431	ubiE	18.8702	36.6406	26.6908	31.9489	24.0304	28.334	57.155	19.4622	20.2435	33.2285	42.62	0	1.5887	11.1435	9.78043	18.1165	9.16287	36.0668	7.11578	7.55407	29.5612	37.023	44.3778	27.4321	24.6536	16.4154	23.863	19.4674	13.4102	19.919	29.4069	15.0811	29.6415	44.9121	25.1714	21.0064
gene:lp_3432	lp_3432	20.1028	45.8926	27.6995	26.6572	27.3909	31.7979	39.6445	16.9287	20.8857	33.0226	34.2403	0	4.61772	0	7.52503	23.31	13.3767	15.4165	8.7972	8.09385	22.5661	23.8945	35.6399	28.6268	26.1342	20.6224	15.3558	29.5701	18.556	30.1766	41.2182	15.1637	30.0586	57.8795	26.8776	27.3646
gene:lp_3433	lp_3433	91.1658	100.462	185.575	158.648	192.21	132.283	79.0604	141.205	43.9309	141.112	142.58	77.0474	46.4857	65.4853	52.0868	88.6434	51.1278	117.013	58.3014	45.5016	100.012	101.971	139.009	130.246	156.812	193.933	82.7051	124.119	55.6223	158.089	119.512	81.8017	89.6476	178.459	116.586	138.937
gene:lp_3435	cadA	20.1298	37.6859	43.5049	54.125	40.2172	38.6299	49.9167	69.7345	18.7298	71.2222	64.8587	9.8281	10.7181	58.4727	13.7465	34.0657	26.5496	24.7829	18.8059	21.8953	58.8696	55.8287	69.3593	48.6901	58.1424	63.1913	51.7122	40.8157	18.071	80.7903	37.8454	14.9546	26.2547	31.5377	38.0775	47.1771
gene:lp_3436	glpF5	12.3874	13.3316	19.2756	21.4079	13.9246	11.3597	11.2157	34.6987	0.548429	7.38457	3.89519	0	1.75748	31.6991	0	16.3047	172.931	11.3996	223.351	117.47	12.6611	13.0197	15.389	11.1619	12.2278	11.159	18.3074	80.0576	1.12371	94.0211	30.4081	28.2685	141.694	132.293	0.688492	39.3626
gene:lp_3437	trxA3	38.7444	60.6509	93.1946	118.44	77.5777	48.2192	89.5733	51.4154	50.6882	329.131	301.531	23.3302	18.2576	148.719	135.966	137.281	78.3883	46.7969	48.2945	48.1672	131.678	115.77	109.003	140.269	118.673	125.828	88.7859	47.3683	47.1705	41.381	83.5868	56.9818	92.0011	18.7828	67.8325	51.7307
gene:lp_3438	lp_3438	36.4663	52.9537	87.4073	101.385	62.223	40.2296	51.8137	36.1433	40.379	251.256	196.896	41.6056	19.6057	0	155.183	116.116	44.2676	111.273	32.3271	26.6351	107.36	99.9964	76.6158	82.6875	85.4221	87.7541	48.1889	34.2729	41.7305	36.4473	71.5437	49.9174	62.3479	19.9593	63.5242	46.2918
gene:lp_3440	lp_3440	15.2413	92.4536	65.7184	135.676	61.3275	80.5332	138.102	124.331	53.0379	425.221	348.662	55.0662	28.7289	78.0045	34.2315	48.3618	22.2023	84.1558	28.0982	14.1009	65.1042	77.9999	54.1409	71.3655	55.9762	48.0845	31.1304	41.2203	8.29564	40.739	29.6855	40.0248	76.3184	18.5701	38.5437	13.4207
gene:lp_3441	dps2	11.2045	22.4726	51.3065	71.7912	43.1518	19.5712	20.0956	21.5536	18.0069	46.7557	50.8664	80.9623	22.1416	28.6719	12.5824	41.4779	23.3491	34.7996	33.3312	25.9152	35.7463	35.3291	31.3187	22.8513	19.1112	31.5798	24.5596	13.9751	9.22787	25.6255	18.9556	12.0778	13.4124	13.6516	10.5088	13.0833
gene:lp_3442	lp_3442	13.8188	16.2241	35.4554	63.5343	41.3055	17.4999	18.9108	17.9884	10.2783	32.9516	50.5141	66.569	9.24269	35.3621	0	19.488	22.926	38.1506	23.7387	23.4389	26.6972	24.4098	20.9226	21.5127	21.4642	21.9586	14.4567	12.799	8.51104	16.5365	14.5379	8.55726	9.51436	10.4342	7.4885	8.72932
gene:lp_3444	lp_3444	93.3704	145.25	243.889	276.296	214.328	182.46	142.151	338.295	49.9777	95.1811	112.853	56.2238	164.642	107.52	338.152	247.551	266.55	106.332	293.604	309.003	753.734	664.348	472.363	343.896	168.951	268.201	101.634	108.965	80.3092	124.003	302.852	160.93	412.527	131.228	143.296	97.9457
gene:lp_3445	pepO	633.903	627.129	542.373	642.261	508.425	505.562	403.829	393.056	503.186	540.105	589.637	355.503	380.082	265.63	958.964	1300.12	561.861	458.972	602.778	597.914	612.724	671.293	671.589	556.842	302.43	458.571	123.623	322.499	466.671	329.101	579.991	367.768	606.144	341.153	394.212	365.398
